date,asset1,asset2,asset3,asset4,asset5,asset6,asset7,asset8,asset9,bm
9/15/14,-0.009302121,-0.012106311,-0.00809472,-0.000702811,-0.014890696,0.00092347,-0.001766614,-0.00439189,-0.002533541,-0.002562378
9/16/14,0.003164688,0.003917193,0.007592605,0.007498228,0.004669556,0.006735028,0.007482693,0.008214975,0.006408973,0.0072105
9/17/14,0.001652279,0.002578334,0.000982771,0.001319189,0.003500888,0.001466994,0.001313799,0.001164173,0.00127903,0.001409621
9/18/14,0.003335064,0.004730288,0.004711787,0.005031015,0.006118792,0.00388303,0.004649876,0.005401899,0.000962886,0.004656004
9/19/14,-0.009379378,-0.010654882,-0.003381721,-0.000464261,-0.011919956,-0.00079984,-0.000952706,-0.001102994,-0.00277746,-0.001691327
9/22/14,-0.014632604,-0.015258463,-0.013009694,-0.008013596,-0.015882112,-0.008308055,-0.008991684,-0.009660399,-0.010307026,-0.00946393
9/23/14,-0.009830756,-0.009396121,-0.006863958,-0.005673837,-0.008962493,-0.006965721,-0.005869275,-0.004795488,-0.007491361,-0.006134293
9/24/14,0.003797231,0.008644573,0.009255589,0.007850198,0.013467761,0.005767355,0.007674567,0.009541364,0.004123096,0.007747466
9/25/14,-0.014529431,-0.015953591,-0.015282537,-0.016169017,-0.017356305,-0.014738947,-0.015887015,-0.017006277,-0.012669541,-0.015891698
9/26/14,0.008040068,0.008620862,,0.008763525,0.009195084,0.006864291,0.008695391,0.010482583,0.006466369,0.008689712
9/29/14,-0.004161334,-0.001210952,-0.000917168,-0.002461936,0.00169903,-0.003252707,-0.00235659,-0.001484168,-0.001624664,-0.002271156
9/30/14,-0.01365709,-1.447634069,-0.006226331,-0.002731747,-0.015285675,-0.003635235,-0.00328589,-0.002946754,-0.005974226,-0.004119695
10/1/14,-0.011840288,-0.014673149,-0.016253797,,-0.017480456,-0.012314439,-0.013371513,-0.014395736,-1.143292032,-0.013467798
10/2/14,0.008458882,0.010124006,0.002837963,9.03E-05,0.011783272,8.35E-05,0.000284311,0.00047853,-1.69E-05,0.001013193
10/3/14,0.005614123,,0.01208691,0.011181,0.009689878,0.010803329,0.011130366,0.011449194,0.007708066,0.010870995
10/6/14,-0.005644215,-0.009105561,-0.003706762,-0.001539775,-0.01252931,-0.001012013,-0.00172312,-0.00241434,-0.000983742,-0.002273049
10/7/14,-0.01420097,-0.016746506,-0.017215117,-0.015122562,-0.019282438,-0.015780418,-0.015265341,-0.014764068,-0.013349219,-0.015375369
10/8/14,0.019494765,0.019372264,0.015398221,0.017808464,,0.01651447,0.017099332,0.017666614,0.016045037,0.017267457
10/9/14,-0.0250624,-0.026530462,-0.022591048,-0.020609966,-0.028000304,-0.02219887,-0.020838914,-0.01951952,-0.021303166,-0.021260908
10/10/14,-0.009207187,-0.013631236,-0.02062376,-0.011351348,,-0.009747839,-0.012499953,-0.015161281,-0.011917348,-0.012582674
10/13/14,-0.000270086,-0.003817807,-0.021070715,-0.016469836,-0.007420161,-0.014366352,-0.016750173,-0.019069282,-0.013190485,-0.015799841
10/14/14,0.012308715,0.011724709,0.007419014,0.001586182,0.011126587,0.002351663,0.002324003,0.002296279,0.007105529,0.003023664
10/15/14,0.00450123,0.01027254,0.000695842,-0.008006007,0.016182034,-0.009607375,-0.006919904,-0.004291749,-0.00568471,-0.005628088
10/16/14,0.012272683,0.012497898,0.006228297,0.000179674,0.012727407,0.002051214,0.001486535,0.000936191,0.005252351,0.002326011
10/17/14,-0.003496974,-0.003237336,0.01124597,0.012884169,-0.002976395,0.012010867,0.01259163,,0.009763042,0.011371025
10/20/14,0.010722799,0.011696073,0.011116702,0.009158601,0.012682536,0.007965934,0.009348366,0.010692662,0.011081516,0.009527036
10/21/14,0.015252631,0.016334849,0.025329798,0.019594398,0.017425822,0.019293044,0.020252574,0.021183599,0.020094539,0.019954879
10/22/14,-0.012359614,-0.014306943,-0.012228654,,-0.016270276,-0.006444711,-0.007743576,-0.008999783,-0.006990161,-0.00824084
10/23/14,0.014912474,0.017904671,0.014487156,,0.020933506,1.054180533,0.012463389,0.014326162,0.011559288,0.012873046
10/24/14,0.00165656,0.002099997,0.007687201,0.007062727,0.002546528,0.007350999,0.006881479,0.00642828,0.005182981,0.006519566
10/27/14,-0.000839297,-0.001190615,-0.002316565,-0.001493654,,-0.00195787,-0.001650189,-0.00135411,-0.001426642,-0.001615835
10/28/14,0.027422895,0.028635451,0.015123565,0.011936351,0.029856157,0.011683832,0.012327278,0.01294863,0.012704606,0.013556941
10/29/14,-0.001671482,-0.002604776,-0.003939079,-0.001279302,-0.003541011,-0.000341729,-0.001678792,-0.002968177,-0.002856792,-0.001749988
10/30/14,0.007052029,0.008246075,0.006182913,0.006299574,0.009446276,0.004816059,0.006013243,0.007170719,0.005432561,0.006184099
10/31/14,0.014262048,0.015356091,0.013454462,0.011736728,0.016452136,,0.011890024,0.011868836,0.012248061,0.012155882
11/3/14,-0.002241065,-0.002781839,0.001488643,-0.000111413,-0.003322174,-0.000586657,0.00014278,0.000846325,0.00123869,-8.21E-05
11/4/14,-0.004281273,-0.004053239,-0.005276533,-0.00282641,-0.003824955,-0.002377736,-0.00338777,,-0.004453975,-0.003438347
11/5/14,0.004405947,0.001483468,0.002056396,0.006050398,-0.001442657,0.007862081,0.005281442,0.002786622,0.006712751,0.004989454
11/6/14,0.002605464,0.004186826,0.01032098,0.004082484,0.005778754,0.003474135,0.004564332,,0.000958989,0.004535312
11/7/14,0.002772287,0.001302973,-0.000316772,0.000542298,-0.000172004,0.001459103,0.000567886,-0.000295292,0.160260858,0.00062446
11/10/14,0.004239389,0.005339152,0.003398037,,0.006447891,0.002903025,,0.003416978,0.002408448,0.003330596
11/11/14,-0.000887941,0.00033224,0.000755991,0.00069619,0.001557766,0.000228015,0.000721744,0.001200403,0.000120816,0.000691905
11/12/14,0.005624554,0.005642604,0.002653122,-0.000413663,0.005660051,-0.00181784,-0.000125562,0.001513578,-0.000972551,0.000316236
11/13/14,-0.009432997,-0.009131395,-0.002487537,0.000612689,-0.008829613,-0.000739711,0.000224895,0.001157171,-0.00232888,-0.000495666
11/14/14,-0.001266818,-0.001346615,0.001549616,0.000359869,-0.001424855,0.000394917,0.000449689,0.00050204,-0.000527258,0.000312203
11/17/14,-0.007160475,-0.008140539,-0.001624171,0.000789279,-0.009124433,0.002355967,0.000409282,-0.00146659,0.00201286,-0.000242257
11/18/14,0.003212425,,0.006860844,0.005332818,0.007254795,0.004556732,0.005537257,0.006486001,0.005824404,0.005513444
11/19/14,-0.010714156,-0.010735907,-0.002249196,-0.0014382,-0.010757617,-0.001418041,-0.001680792,-0.001934736,-0.003582423,-0.002365297
11/20/14,0.011066273,0.01132127,0.003757111,0.002009433,0.011576872,0.002633784,0.00237074,0.00211585,0.004395547,0.0030419
11/21/14,0.000963871,0.001462121,0.005103635,0.005376186,0.001960225,0.005142924,0.00528023,0.005414034,0.005721536,0.004991288
11/24/14,0.009775687,0.012438873,0.006338713,0.002877961,0.01510075,0.001468756,0.003212971,0.004898526,0.003131695,0.003908725
11/25/14,0.000383795,-0.039084569,-0.000896925,-0.001042085,,-0.0014426,-0.000848558,-0.000277364,-0.000577996,-0.000814288
11/26/14,0.002373189,0.003779294,0.001894264,,0.005179409,0.00208124,0.002842703,0.003575284,0.00090202,0.002913732
11/28/14,-0.015674081,-0.014584766,-0.000833278,-0.002497083,-0.01350311,-0.005809746,-0.002801075,9.07E-05,-0.004811596,-0.003697749
12/1/14,-0.013477371,-0.016310666,-0.013286897,-0.006787582,-0.019118184,,-0.007747561,-0.010684433,-0.009061389,-0.008392049
12/2/14,0.010160372,0.012520336,0.00379432,0.006436985,0.014872572,0.007745154,0.006008882,0.004340517,0.005221677,0.006495408
12/3/14,0.008753361,0.009117267,0.007820758,0.004029152,0.009477747,0.00489206,,0.004137039,0.006793791,0.00485431
12/4/14,-0.004489664,-0.005048498,-0.001527602,-0.001146943,-0.005603105,-0.001753162,-0.001074359,-0.000417271,-0.001537532,-0.001373851
12/5/14,0.006690561,0.008044195,0.001376898,0.001673556,0.009388008,0.002951875,0.175201518,0.000594748,0.001741843,0.002225024
12/8/14,-0.011988886,-0.012849699,-0.010049459,-0.007109954,-0.013702553,-0.006362065,-0.00733148,-0.008269931,-0.005135537,-0.007749023
12/9/14,0.01617474,0.017879476,0.002008882,-0.00023091,0.019571756,-0.000545113,-3.11E-05,0.000465911,0.002827706,0.001314194
12/10/14,-0.021766376,-0.021953687,-0.017555241,-0.01627894,-0.02213894,-0.016713473,-0.016561776,-0.016413436,-0.016947457,-0.016972752
12/11/14,0.003626441,0.004583239,0.005284501,0.004806356,0.005532909,0.004634164,0.004775611,0.004912771,0.004164856,0.004761022
12/12/14,-0.013823877,-0.012411731,,,-0.011012221,-0.017607418,-0.015798335,-0.014049878,-0.015064723,-0.015541118
12/15/14,-0.009211446,-0.010477395,-0.004967731,-0.006314324,-0.011726696,-0.007036778,-0.006528597,-0.006038252,-0.006793863,-0.006829008
12/16/14,0.001162331,-0.000789449,-0.008064104,-0.008491828,-0.00272256,-0.005703086,-0.00825638,-0.010714569,-0.005405016,-0.007690878
12/17/14,0.02890395,0.031181617,0.022159317,0.020404205,0.033437602,0.021381877,0.020651708,0.019947345,0.022278989,0.021454181
12/18/14,0.012902288,0.014831096,0.021063244,0.024172482,0.016734318,0.023288286,0.023554226,0.023810763,0.018438761,0.022882795
12/19/14,0.003073961,0.003188307,0.00473215,0.00457351,0.003301341,0.005324608,0.004674926,0.004046168,0.004840574,0.004562071
12/22/14,0.005142,0.004983527,0.003639633,0.003950942,0.004828238,0.004240094,0.003839455,0.003450472,0.00439253,0.003926375
12/23/14,,0.000551666,0.002127985,0.001798136,-0.003586271,0.003470868,0.001933413,0.000439496,0.004113505,0.001828203
12/24/14,0.002081707,0.003691389,0.001047157,-0.000102341,0.005285951,-0.000225845,0.000161973,0.000540163,0.000780252,0.000432135
12/26/14,0.006436632,0.007095989,0.002648269,0.003309373,0.007749022,0.002255685,0.003447125,0.004606829,0.003112575,0.003726617
12/29/14,0.005909446,0.003616466,0.001787709,0.00103322,0.001353314,0.001813716,0.001305063,0.000810553,0.004556725,0.001483387
12/30/14,-0.003890198,-0.004873219,-0.005655652,-0.004771424,-0.005846983,-0.003267907,-0.004660621,-0.006013513,-0.003995128,-0.004677065
12/31/14,,-0.006863782,-0.006925182,-0.010305381,-0.004983049,-0.010973446,-0.00996408,-0.008980697,-0.010957554,-0.009725085
1/2/15,-0.003980742,-0.004879894,-0.000808876,-0.000201621,-0.00576974,0.000753296,-0.000189495,-0.001107173,0.001141862,-0.000552314
1/5/15,-0.015393478,-0.014549487,-0.017881713,-0.018215927,-0.01371348,-0.01890085,-0.017981526,-0.017084534,-0.016631995,-0.017716945
1/6/15,-0.015983413,-0.016942139,-0.011493449,-0.008889117,-0.017890502,-0.008623129,-0.008955109,-0.00927819,-0.008048382,-0.009572357
1/7/15,0.009376696,0.012655515,0.013424165,0.011943913,0.015901995,0.010837201,0.011921338,0.012976247,0.012037344,0.011977602
1/8/15,0.014893698,0.017146187,0.018321934,0.017909209,1.936175045,0.017149254,0.017722578,0.018280191,0.015819384,0.017678147
1/9/15,-0.010809836,-0.008732429,-0.007388411,-0.008399958,-0.006698453,-0.0087936,-0.008275117,-0.007772786,-0.007795708,-0.008310358
1/12/15,-0.004632214,-0.004700838,-0.00928019,-0.00809201,-0.004768092,-0.007463725,-0.007752228,-0.008031335,-0.006219053,-0.007517551
1/13/15,0.001196051,0.000512847,-0.000777867,-0.002478898,-0.000150472,-0.003373603,-0.002113001,-0.000890943,-0.002547673,-0.001911791
1/14/15,-0.003183487,-0.002971371,-0.005891262,-0.005782281,-0.002763362,-0.006758249,-0.005794974,-0.004863294,-0.002837336,-0.005578177
1/15/15,-0.014374012,-0.018978188,-0.01242332,-0.009221868,-0.023475642,-0.008289796,-0.009401442,-0.010475564,-0.007376861,-0.01013922
1/16/15,,0.019028323,0.014379278,0.013435632,0.020705523,0.013249129,0.013364155,0.013476643,0.012831674,0.013795823
1/20/15,-0.008968544,-0.005420115,0.001245301,0.001581171,-0.001938387,-0.001366099,0.001249479,0.377974351,-0.00361587,0.000738697
1/21/15,-0.001492574,-0.003361072,0.007743996,0.004852063,-0.005181686,0.005558956,0.005014669,0.00448978,0.006357202,0.004376881
1/22/15,0.022493762,0.020682931,0.015170142,0.015278143,0.018911896,0.015739677,0.015522339,0.01531366,0.014854401,0.015912457
1/23/15,-0.004805494,-0.001212275,-0.001793893,-0.005488677,0.002313899,-0.007991252,-0.00510237,-0.002316703,-0.00530827,-0.004807168
1/26/15,0.008300276,0.009949728,,0.002577292,0.011557006,0.004060356,0.003709428,0.003373485,0.008140063,0.004185213
1/27/15,-0.005665789,-0.005064141,-0.007271157,-0.013386568,-0.004480017,-0.011134538,-0.012587274,-0.013979791,-0.005721814,-0.01201104
1/28/15,-0.017420854,-0.016301856,-0.012259054,-0.013414933,-0.015216444,-0.017573127,-0.013487699,-0.009564522,-0.012596602,-0.013705167
1/29/15,0.013084078,0.012892748,0.008479505,0.009607261,0.012706826,0.007748669,0.009272245,0.010721839,0.007071294,0.00955069
1/30/15,-0.020923022,-0.020814279,-0.014542644,-0.012976636,-0.020708824,-0.014450359,-0.012891038,-0.011408562,-0.013002791,-0.013501582
2/2/15,0.01178895,0.008687171,0.009250981,0.012988611,0.005672994,0.014383166,0.01240699,0.010536423,0.009987997,0.012120351
2/3/15,0.020611597,0.018306458,0.015296384,0.014463641,0.016053158,0.016420015,0.014589443,0.012853064,0.016011959,0.014874771
2/4/15,-0.005575385,-0.004578999,-0.003697262,-0.003859113,-0.003600578,-0.004591298,-0.003609306,-0.002673992,-0.004588453,-0.003684435
2/5/15,0.014375435,0.014546207,0.010207206,0.010492033,0.014713019,0.011105693,0.010689288,,0.012912758,0.010985858
2/6/15,-0.003611942,-0.002630509,-0.001383454,-0.003149036,-0.001668035,-0.002775601,-0.003144054,-0.003494654,-0.008157153,-0.003104924
2/9/15,-0.00833732,-0.007961549,-0.005718279,-0.004201369,-0.007593697,-0.004276535,-0.004391159,-0.004501539,-0.004364295,-0.004666106
2/10/15,0.002859791,,0.012028713,0.010723532,0.009422182,0.008626584,0.010479413,0.012245489,0.009239088,0.010149206
2/11/15,-0.002870446,-0.001218058,0.001872268,0.000316237,0.000388035,-0.001956702,0.000422935,0.002680537,-0.002254367,0.000298352
2/12/15,0.011890159,0.012344928,0.010828471,0.009887192,0.012785003,0.010972704,0.009977189,0.009036591,0.009865574,0.010156941
2/13/15,0.004186787,0.005677701,0.007450537,0.004158243,0.007121092,0.002860839,0.004415395,0.005885306,0.000956961,0.004512305
2/17/15,0.000181344,0.001548332,0.001569019,0.00175357,0.002864541,0.002081153,0.001612089,0.001170392,0.000882051,0.001607045
2/18/15,0.00093055,0.002464132,0.003159959,-0.000269707,0.003940803,-0.001758073,0.000329193,0.002298863,0.00387937,0.000492117
2/19/15,-0.002534754,-2.48E-05,0.000861524,-0.00090013,0.002383767,-0.003626321,-0.000814528,0.001829877,-0.003299988,-0.000753061
2/20/15,0.002378297,0.003170414,0.008081392,0.006249464,0.003927259,0.005913294,0.006450347,0.006951671,0.006102322,0.006198523
2/23/15,,5.04E-05,-0.001319922,-0.000294148,0.000206327,-0.001559494,-0.000370101,0.000739565,0.000430567,-0.00033821
2/24/15,0.002269997,0.001761397,0.000561157,0.002790066,0.001273279,0.003696595,0.002471904,0.001332814,0.000455717,0.002418184
2/25/15,-0.001546354,0.001059167,0.003124886,-0.000597127,0.003565126,-0.001345861,-0.000246163,0.000779931,-0.002052554,-0.000146785
2/26/15,0.001920028,0.003392366,-0.000909258,-0.001313434,0.004800364,-0.003663455,-0.001486347,0.000542092,-0.00418968,-0.001115209
2/27/15,-0.0028708,-0.004606897,-0.004254248,-0.00294751,-0.006261976,-0.002781453,-0.003203736,-0.00359625,-0.001226777,-0.003310908
3/2/15,0.006753341,0.007525297,0.009246102,0.006181429,0.008262794,0.004360864,0.006306072,0.00811323,0.003467327,0.006399248
3/3/15,-0.00510056,-0.006274554,-0.00487274,-0.00452662,-0.007391854,-0.004396735,-0.004265053,-0.004144126,-0.3743509,-0.00441886
3/4/15,-0.00623823,-0.003209716,-0.006118507,-0.004183117,-0.000319601,-0.004329061,-0.004282193,-0.004239665,-0.004795457,-0.004200094
3/5/15,0.000363248,0.00297807,0.004040454,0.001239463,0.005459417,,0.00143359,0.001388362,0.002689072,0.001551489
3/6/15,-0.013972576,-0.013543628,-0.013403639,-0.014049709,-0.013138952,-0.014052628,-0.013828282,-0.013621291,-0.015297324,-0.013806644
3/9/15,0.00576313,0.005040992,0.002822709,0.004039884,0.004360387,0.00382,0.003868449,0.003912516,0.003208689,0.003958534
3/10/15,-0.012254496,-0.012285198,-0.013862016,-0.016897672,-0.012315319,-0.016338264,-0.016367507,-0.016393941,-0.013216907,-0.016054579
3/11/15,0.006285907,0.006216286,0.003606513,-0.001764316,0.006151868,0.00123398,-0.000821231,-0.002719888,,-0.00027876
3/12/15,0.019633782,0.017287631,0.012864229,0.012857219,0.015072791,0.012546904,0.012689105,0.012821549,0.013532592,0.013044908
3/13/15,-0.00345572,-0.003588483,-0.005623609,,-0.00371416,-0.005492368,-0.005848993,-0.006180385,,-0.005672581
3/16/15,0.004058812,0.006235549,0.013370905,0.013552446,0.008298068,0.012673083,0.013095144,0.013488226,0.011385449,0.012560345
3/17/15,0.001888399,0.001983454,-0.001341316,,0.207169993,-0.003674685,-0.002560243,-0.001523973,-0.000896749,-0.002207327
3/18/15,0.008748407,0.008035946,0.010333581,0.012183774,,0.012846017,0.011943179,0.011103719,0.014212864,0.01163824
3/19/15,-0.001867599,0.002221695,-0.000284071,-0.004860944,0.006083984,-0.007516209,-0.004423371,-0.001546094,-0.005598456,-0.003906734
3/20/15,0.013056551,0.009174177,0.00642709,0.009014683,0.005537548,0.009824378,0.008841778,0.007933038,0.011807717,0.008867337
3/23/15,0.050400273,-0.001280024,-0.003544061,-0.001746078,-0.002964086,-0.000928621,-0.001897592,-0.279482701,-0.001687113,-0.001849383
3/24/15,-0.000597449,-0.000936833,-0.003366289,-0.006056081,-0.001258312,-0.007803399,-0.005804094,-0.394900787,-0.006421085,-0.005422936
3/25/15,-0.018312968,-0.023388545,-0.018194639,-0.014535813,-0.028198598,-0.012202301,-0.014748107,-0.017100976,-0.014702904,-0.015427285
3/26/15,-0.001982858,-0.00144488,-0.00142556,-0.00235286,-0.000928631,-0.324604122,-0.002260054,-0.001344913,-0.003636628,-0.002196406
3/27/15,0.003800713,0.007294929,0.008341596,0.002561994,0.0106351,0.002500823,0.003037039,0.003535013,0.004076823,0.003369199
3/30/15,0.01310272,0.014092782,0.01137007,0.012328912,0.015032876,0.013248606,0.012366515,0.011549326,0.013264431,0.012501607
3/31/15,-0.002579972,-0.003940907,-0.006729723,-0.008695765,-0.005230554,-0.007424756,-0.008176254,-0.008873172,-0.005069054,-0.007844945
4/1/15,0.000738724,-0.00079744,-0.004746678,-0.003839412,-0.002253669,,-0.003884661,-0.004106002,-0.002570543,-0.003640594
4/2/15,,0.003166983,0.004544894,0.003556109,0.001708203,0.003989153,0.003684961,0.003401145,0.004979874,0.003644282
4/6/15,0.004097079,0.003916357,0.006174488,0.006616476,0.003743533,0.006199751,0.006657969,0.007085497,0.007106036,0.006441253
4/7/15,-0.007133222,-0.005688836,-0.00274619,-0.002042143,-0.004311102,-0.002667854,-0.002387701,-0.002127685,-0.006429059,-0.002648791
4/8/15,0.004170833,0.007502172,,0.00306425,0.010668459,0.001397234,0.003354726,0.005171125,0.003705968,0.003681563
4/9/15,-0.005137893,-0.002831191,0.002979609,0.004458416,-0.000651947,0.003662208,0.003962642,0.004240347,-0.001494752,0.003424778
4/10/15,0.003553904,0.004507725,0.002921577,0.005199608,0.005403791,0.00650931,0.004906977,0.003427377,0.002848909,0.004876285
4/13/15,0.000627934,0.00074981,-0.004205701,-0.004490596,0.000863849,-0.003941842,-0.004398772,-0.004824768,-0.004056915,-0.003994671
4/14/15,0.000334459,-0.000170951,-0.001021706,0.001632524,,0.002992372,0.001453332,2.69E-05,0.001864709,0.001324981
4/15/15,0.007259535,0.0079521,0.004590609,0.0051513,0.008601321,0.005887255,0.005117062,0.004400452,0.004384482,0.005340839
4/16/15,-0.002412726,-0.001917964,0.000816495,-0.00075533,-0.001455273,-0.00126997,-0.000667621,-0.000107119,-0.002779832,-0.000767147
